# Table de correspondance sigle -> raison sociale complete.
#
# POURQUOI CE FICHIER EXISTE
# La table `companies` ne contient que ce que le PV imprime, souvent un
# sigle ("NOVEC", "SGIAT", "TFC"). Ce fichier lui associe la raison sociale
# complete, verifiee a la main.
#
# LA COLONNE QUI COMPTE : `confirme_dans_le_document`
# Une recherche web repond a "ce nom existe-t-il ?". La question qui compte
# est "CE document parle-t-il de cette entreprise ?". Les deux ne coincident
# pas toujours, et l'ecart peut fabriquer une accusation :
#
#   TFC : "Les Travaux de Fluide de Casablanca" existe reellement. Mais dans
#   le seul document du corpus ou "TFC" apparait (91c4c9e17fc3), c'est
#   l'en-tete de colonne "Montant TTC" mal lu par l'OCR — le vrai
#   attributaire est LA MAROCAINE D'ASSAINISSEMENT ET D'ENVIRONNEMENT,
#   ligne suivante, 650 880 MAD. Rattacher ce marche a TFC Casablanca sur la
#   foi du web aurait credite une entreprise reelle d'un marche auquel elle
#   n'a jamais soumissionne, avec un score de risque a cote.
#
# REGLE : `oui` exige d'avoir OUVERT le PDF source et vu le nom. Une
# correspondance web seule reste `a_verifier` et n'est PAS affichee comme
# un fait par le dashboard. `non` = piege identifie, ne jamais rattacher.
#
# Genere/complete a la main. Colonnes :
#   normalized_name  la cle exacte de companies.normalized_name
#   nom_corrige      nom de remplacement quand le libelle extrait est
#                    inutilisable comme identite mais contient un nom lisible.
#                    Applique par database/crud/companies.py AVANT la
#                    normalisation. Vide dans la quasi-totalite des cas.
#   nom_complet      la raison sociale, ou vide si non etabli
#   ville            si connue
#   source_url       d'ou vient l'information
#   confirme_dans_le_document  oui | non | a_verifier
#   verifie_le       AAAA-MM-JJ
#   notes            tout ce qui a surpris
normalized_name,nom_complet,nom_corrige,ville,source_url,confirme_dans_le_document,verifie_le,notes
ELECI RONIQUE NZE,Societe NORD EST ELECTRONIQUE (N2E),NORD EST ELECTRONIQUE,,,oui,2026-08-27,"[NOM CORRIGE -> 'NORD EST ELECTRONIQUE' — le PV ecrit 'Societe NORD EST ELECTRONIQUE (N2E) - Casablanca' dans sa liste des concurrents. Valeur verifiee comme litteralement presente dans le texte OCR du corpus ; le libelle d'origine reste dans Award.concurrent_retenu_brut.] [NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] VERDICT RENVERSE : classee BRUIT par l'audit manuel du 27/08/2026, a tort. Le PV ecrit 'Societe NORD EST ELECTRONIQUE (N2E)' — une entreprise reelle. 'ELECI RONIQUE NZE' etait la lecture degradee de 'ELECTRONIQUE (N2E)'. Meme lecon que TFC, dans l'autre sens : sans lire le document, ni la frequence ni la structure ne pouvaient trancher. BRUIT D'EXTRACTION (audit manuel du 27/08/2026) — aucune entreprise derriere ce libelle, donc rien a chercher. Fragment OCR degrade, probablement 'ELECTRONIQUE'."
ELECTRIKLIM,"ELECTRIKLIM SARL (installations electriques, froid industriel)",,Agadir,https://www.leeds.ma/fournisseurs/aecd7280-electriklim,a_verifier,2026-08-27,"Rue 395 n55 Lakhiam 2, Agadir-Ida Ou Tanane. FORTE PRESOMPTION : leeds.ma (plateforme d'intelligence des marches publics marocains) lui attribue 12 marches publics remportes, taux de reussite 27% — participation aux marches publics confirmee par une source independante du PMMP."
ELECTRONICAL ENGINEERING,"ELECTRONICAL ENGINEERING SARL (equipements de laboratoire, pedagogiques, meteorologiques)",,Rabat,https://www.charika.ma/societe-electronical-engineering-12483,a_verifier,2026-08-27,"43 rue Abou Faris Al Marini, Rabat. SARL creee en 1990 par des ingenieurs marocains, 10-19 salaries. Capital 100% marocain. Representation exclusive de marques internationales."
ELESI,"ELESI SARL (climatisation, froid, genie electrique)",,Rabat,https://www.alapage.ma/fiche/4029959-Elesi-S-a-r-l-.html,a_verifier,2026-08-27,"AMBIGU : deux pistes. 'ELESI SARL' a Rabat (climatisation, froid, electricite) et 'ELESI = ELECTRO SAHTOUT INDUSTRIEL' au registre CHARIKA. La premiere est retenue comme plus probable mais NON ETABLIE."
ELEXPERT SARL DE CASABLANCA,"ELEXPERT SARL (efficacite energetique, audits energetiques)",ELEXPERT SARL,Casablanca,https://www.elexpert.ma/,a_verifier,2026-08-27,"[NOM CORRIGE -> 'ELEXPERT SARL' — ville collee au nom. Valeur verifiee comme litteralement presente dans le texte OCR du corpus ; le libelle d'origine reste dans Award.concurrent_retenu_brut.] VILLE CORROBOREE : le nom extrait porte 'DE CASABLANCA' et le registre confirme Casablanca. Bd Moulay Slimane, parc d'activites Oukacha. SARL creee en 2007, capital 2 000 000 DH, 20-49 salaries, RC 171709, ICE 000080302000087. Gerant : Fouad Aziz Elkohen. Audits energetiques, thermographie infrarouge, automatisme."
EMPEGEC- LES GRANDS ATELIERS DE MAINTENANCE ET DAR ELEC,Groupement EMPEGEC + Les Grands Ateliers de Maintenance + DAR ELEC,EMPEGEC- LES GRANDS ATELIERS DE MAINTENANCE,Agadir,http://www.empegec.ma/,a_verifier,2026-08-27,"[NOM CORRIGE -> 'EMPEGEC- LES GRANDS ATELIERS DE MAINTENANCE' — DOUBLON : forme canonique commune aux deux lignes. 'ET DAR ELEC' n'apparait que dans l'un des deux PV ; le membre est conserve dans concurrent_retenu_brut. Valeur verifiee comme litteralement presente dans le texte OCR du corpus ; le libelle d'origine reste dans Award.concurrent_retenu_brut.] EMPEGEC : SARL Agadir, 501 rue Oued Ziz, imm. Tifaouine, capital 2 000 000 DH, creee en 2006, RC 12651 Agadir. Electricite generale et industrielle, plomberie, genie civil. Les deux autres membres du groupement ne sont pas identifies."
EMPEGEC-LES GRANDS ATELIER DE MAINTENANCE,Groupement EMPEGEC + Les Grands Ateliers de Maintenance (variante OCR),EMPEGEC- LES GRANDS ATELIERS DE MAINTENANCE,Agadir,http://www.empegec.ma/,a_verifier,2026-08-27,[NOM CORRIGE -> 'EMPEGEC- LES GRANDS ATELIERS DE MAINTENANCE' — DOUBLON : un S perdu. Les deux lignes prennent la meme forme canonique. Valeur verifiee comme litteralement presente dans le texte OCR du corpus ; le libelle d'origine reste dans Award.concurrent_retenu_brut.] DOUBLON OCR de l'entree precedente (un S et 'ET DAR ELEC' perdus). L'un des 3 doublons non fusionnes documentes dans bigdata/README.md.
ENDESO SERVICE,Societe ENDESO SERVICE,,,,oui,2026-08-27,[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] NON TROUVEE (recherche 27/08/2026).
ENGAFEMENT SOCIETE O2E ENERGIE TO,"O2E ENERGIE SARL (etudes et travaux electriques BT/MT/HT, eclairage public)",SOCIETE O2E ENERGIE,Marrakech,https://www.charika.ma/societe-o2e-energie-375258,a_verifier,2026-08-27,"[NOM CORRIGE -> 'SOCIETE O2E ENERGIE' — 'ENGAFEMENT' = lecture OCR de 'ENGAGEMENT', en-tete de colonne collee devant. Valeur verifiee comme litteralement presente dans le texte OCR du corpus ; le libelle d'origine reste dans Award.concurrent_retenu_brut.] 'ENGAFEMENT' est une lecture OCR de 'ENGAGEMENT' (en-tete de colonne) collee devant le nom. O2E ENERGIE : km 10 route de Safi, commune Harbil, Marrakech. Etudes et travaux BT/MT/HT, eclairage public, vente de fournitures electriques."
ENGINEERING OF MASTERY AND PERFECTION,Groupement solidaire STE ENGINEERING OF MASTERY AND PERFECTION + STE FRIENDS ENGINEERING,,,,oui,2026-08-27,[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Le PV revele qu'il s'agit d'un GROUPEMENT SOLIDAIRE a deux membres. NON TROUVEE. Formulation en anglais inhabituelle pour le corpus — possible traduction ou nom commercial.
ENTREPRISE OUENZAR,ENTREPRISE OUENZAR,,,,oui,2026-08-27,"[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Nom confirme tel quel. NON TROUVEE comme societe. Deux personnes physiques inscrites au registre du commerce portent ce patronyme (Mohamed Ouenzar a Fes, Sahar Ouenzar a Asilah) — une entreprise individuelle reste possible."
ENVERDEAU,ENVERDEAU MAROC,,,,oui,2026-08-27,[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] NON TROUVEE. Le nom apparait dans le corpus comme concurrent ecarte face a LA MAROCAINE D'ASSAINISSEMENT (AO 107/DR3/2024 ONEE) — donc bien un soumissionnaire reel.
EQUIPERF,EQUIPERF (importation de mobilier),,Marrakech,https://www.charika.ma/societe-equiperf-767133,a_verifier,2026-08-27,"VILLE CORROBOREE : le texte brut du PV donne 'EQUIPERF SARL RESIDENCE DALIA AV YACOUB EL MANSOUR -I1-APP6 MARRAKECH' et le registre situe l'entreprise a Marrakech (Gueliz, residence Ben Atya)."
ES STE EL HOURIA HOLDING,STE EL HOURIA HOLDING,STE EL HOURIA HOLDING,Marrakech,,oui,2026-08-27,"[NOM CORRIGE -> 'STE EL HOURIA HOLDING' — 'ES' parasite en tete. Valeur verifiee comme litteralement presente dans le texte OCR du corpus ; le libelle d'origine reste dans Award.concurrent_retenu_brut.] [NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Le PV la liste parmi les concurrents admis sans reserve, aux cotes de WATECA et FELTRA NORD. Le 'ES' initial du nom en base est un residu OCR. AMBIGU. Plusieurs entites 'El Houria' au Maroc : SOCIETE TOURISTIQUE AL HOURIA (Fes), EL HOURIA et GROUPE EL HOURIA (Marrakech). Aucune ne porte 'HOLDING'. Le 'ES' initial du nom extrait est un residu OCR. NE PAS rattacher."
ETM INGENIERIE,"ETM-INGENIERIE (bureau d'etudes, ingenierie)",,Rabat,https://www.charika.ma/societe-etm-ingenierie-859720,a_verifier,2026-08-27,"Av. Nations Unies, rue Jabal El Ayachi, Agdal, Rabat. RC 138921, ICE 002297559000026."
ETS AIT BENNANI,ETS AIT BENNANI (pieces detachees electromenager),,Rabat,https://www.charika.ma/societe-etablissement-ait-bennani-85200,a_verifier,2026-08-27,"50 rue Loubnane ang. bd Hassan II, quartier Ocean, Rabat. Capital 3 000 000 DH, 10-19 salaries, creee en 1997, RC 48249 Rabat, ICE 001529936000051. Une seconde entite 'ETABLISSEMENT AIT BENNANI' (CHARIKA 85200) fait import-export et travaux divers — deux fiches distinctes, verifier laquelle."
F B T S SARI,Ste F.B.T.S SARL AU,,,,oui,2026-08-27,[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Le PV ecrit 'Ste. F.B.T.S SArI AU' : 'SARI' etait bien une lecture de 'SARL'. NON RECHERCHEE — quota de recherche web de la session epuise (200/200) le 27/08/2026. A REPRENDRE EN PRIORITE : un nom reel est vraisemblablement present. Sigle espace lettre a lettre ; 'SARI' est une lecture OCR de 'SARL'.
FINANCIERE E MARINE INDUSTRIE CHIMIE,MIC MAROC — Marine Industrie Chimie,,Casablanca,https://www.kerix.net/en/,a_verifier,2026-08-27,"RAPPROCHEMENT PLAUSIBLE : 'MIC Maroc (marine industrie chimie)', Casablanca, correspond a la partie utile du nom extrait. Le 'FINANCIERE E' initial est probablement un residu OCR d'une autre ligne. NE PAS rattacher sans le PDF."
FINATECH SYSTEMS,"FINATECH GROUP (energie, infrastructures, systemes et technologies)",,Casablanca,https://fr.linkedin.com/company/finatech-group,a_verifier,2026-08-27,"Cree en 2007 par fusion de 18 societes marocaines. Filiale de FinanceCom. 260 salaries, CA > 245 MDH. Installations electriques, eclairage public, telecoms, datacenters, cybersecurite."
FIX IT SOLUTION,FIX IT SOLUTION,,,https://www.charika.ma/societe-fix-it-corporation-405305,oui,2026-08-27,"[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Nom confirme tel quel : le rapprochement avec 'FIX-IT CORPORATION' du registre est ECARTE. RAPPROCHEMENT FAIBLE : 'FIX-IT CORPORATION' existe au registre (travaux de second oeuvre, negoce de materiaux) mais le nom differe. NE PAS rattacher sans le PDF."
FIZAZI ASSOCIES,"FIZAZI & ASSOCIES (audit, expertise comptable, conseil, juridique)",,Rabat,https://www.charika.ma/societe-fizazi-associes-179253,a_verifier,2026-08-27,"Hay Ryad, Rabat. Cabinet d'audit et de conseil depuis 1999, 3 associes et plus de 60 salaries. Clientele incluant des etablissements PUBLICS — coherent avec un marche public. fizazi.ma."
FRERES PROJETS,SOCIETE FRERES PROJETS,,,,oui,2026-08-27,[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] NON TROUVEE (recherche 27/08/2026).
FY2 GROUP,,,,,a_verifier,2026-08-27,"NON TROUVEE au Maroc. 'F2V Groupe' (marquage industriel, Casablanca) est proche mais distinct."
G-RESA DIVERS,Societe G-RESA DIVERS,,,,oui,2026-08-27,[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] NON TROUVEE (recherche 27/08/2026).
GR- STE GUW ET SASD,Groupement STE GUW + SASD,STE GUW ET SASD,,,oui,2026-08-27,[NOM CORRIGE -> 'STE GUW ET SASD' — 'GR-' (abreviation de groupement) en tete. Valeur verifiee comme litteralement presente dans le texte OCR du corpus ; le libelle d'origine reste dans Award.concurrent_retenu_brut.] [NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Le PV ecrit 'GR- STE GUW ET SASD' : 'GR-' est l'abreviation de GROUPEMENT. NON RECHERCHEE — quota de recherche web de la session epuise (200/200) le 27/08/2026. A REPRENDRE EN PRIORITE : un nom reel est vraisemblablement present. Groupement de deux sigles : GUW et SASD.
GRANDS CHANTIERS TRAVAUX ET SERVICES,SOCIETE GRANDS CHANTIERS (S.G.C) TRAVAUX ET SERVICES,,Azilal,https://charika.ma/societe-societe-grands-chantiers-s-g-c-travaux-et-services-255582,a_verifier,2026-08-27,"Gardiennage de batiments publics et prives, nettoyage, travaux divers, promotion immobiliere. Le nom extrait correspond exactement a la raison sociale du registre."
GROUP ATNER LANTANIA,Groupement ATNER + LANTANIA,,Rabat,https://www.atner.ma/,a_verifier,2026-08-27,"ATNER : fondee en 1988, leader national des services de l'eau et des travaux publics — infrastructures hydrauliques, traitement de l'eau, genie civil. Stations de traitement d'eau potable, dessalement, STEP. Base a Rabat. LANTANIA est un groupe espagnol d'infrastructures : groupement franco-marocain plausible pour un marche de traitement d'eau."
GROUP OUMOUJANE TRAVAUX SOMADICAT TRAVAUX,Groupement OUMOUJANE TRAVAUX + SOMADICAT TRAVAUX,,Ouarzazate,https://www.charika.ma/societe-oumoujane-travaux-228958,a_verifier,2026-08-27,"CORROBORATION PRESSE DOUBLE. OUMOUJANE TRAVAUX : Fedragoum, Ouarzazate, construction lourde (assainissement, routes, cablage, forage). Maghreb Intelligence : rehabilitation du reseau d'assainissement liquide de Dakhla, 112 MDH. Challenge.ma : contrats sur le futur port de Dakhla Atlantique, cite AUX COTES DE L'ESPAGNOL VIALES — or 'GROUP VIALES Y OBRAS PUBLICAS HS INFRA M-AMTM' figure aussi dans notre table. Deux entreprises de notre corpus reliees par une source externe. 'SOMADICAT' non identifie."
GROUP SADE-CGTH CTHM,Groupement SADE-CGTH (Compagnie Generale de Travaux d'Hydraulique) + CTHM,,Temara / Rabat,https://www.charika.ma/societe-sade-compagnie-generale-de-travaux-d-hydraulique-131182,a_verifier,2026-08-27,"SADE-CGTH : groupe francais centenaire (100 ans en 2018), 5 000-10 000 salaries, present au Maroc a la ZI d'Ain Atiq, BP 5013 Temara. CORROBORATION PRESSE : Challenge.ma rapporte qu'il a remporte le marche ONEE de raccordement du futur port de Dakhla Atlantique au complexe hydraulique de Dakhla. 'CTHM' non identifie."
GROUP VIALES Y OBRAS PUBLICAS HS INFRA M-AMTM,Groupement VIALES Y OBRAS PUBLICAS MAROC + HS INFRA + M-AMTM,,Rabat,https://www.charika.ma/societe-viales-y-obras-publicas-maroc-335837,a_verifier,2026-08-27,"LA CORROBORATION LA PLUS FORTE DU CORPUS. Challenge.ma et Le Forum Mondial de la Mer decrivent le consortium 'Viales Y Obras Publicas + HS Infra + M-AMTM' attributaire du renforcement de l'alimentation en eau potable de Dakhla (plus de 182 MDH) et du raccordement du futur port de Dakhla Atlantique (pres de 100 MDH). Les TROIS membres, dans le MEME ORDRE que notre valeur extraite. La segmentation du groupement par extraction/ est donc correcte sur ce cas. VIALES Y OBRAS PUBLICAS MAROC : 53 rue Oum Errabia, Agdal, Rabat. Meme dossier Dakhla que OUMOUJANE TRAVAUX, egalement dans notre table."
GROUPE CM DES TRAVAUX ET SERVICES,,,,,a_verifier,2026-08-27,"NON TROUVEE. 'CMS (Construction Management Services)', SA Casablanca creee en 2008, est proche mais le nom ne correspond pas."
GROUPE GSASARLAU,STE GROUPE GSA SARL AU,,,,oui,2026-08-27,[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Le PV colle egalement les mots ; la lecture 'GROUPE GSA SARL AU' est la segmentation naturelle. NON RECHERCHEE — quota de recherche web de la session epuise (200/200) le 27/08/2026. A REPRENDRE EN PRIORITE : un nom reel est vraisemblablement present. Colle par l'OCR : 'GROUPE GSA SARL AU'.
GROUPEMENT IRADA VENTURE AKLIM,Groupement IRADA VENTURE + AKLIM,,Fes / Sale,https://iradaventure.ma/fr/,a_verifier,2026-08-27,"A SIGNALER : IRADA VENTURE (Fes, RC 77241, ICE 003327354000029) est un accelerateur de startups. Telquel (28/03/2025) a consacre un article a un marche de communication numerique de plus d'un million de dirhams que le ministere de l'Agriculture lui a confie, en la qualifiant de societe creee moins de deux ans plus tot. Un signalement de presse independant sur un marche public de cette meme entreprise — a rapprocher de son score, sans en tirer de conclusion. AKLIM : voir son entree propre (mobilier urbain, Sale)."
GRP SEAT E A TRAVAUX MEKNES,"Groupement SEAT + E.A TRAVAUX, Meknes",GRP SEAT & E.A TRAVAUX,,,oui,2026-08-27,"[NOM CORRIGE -> 'GRP SEAT & E.A TRAVAUX' — ville collee en fin. Valeur verifiee comme litteralement presente dans le texte OCR du corpus ; le libelle d'origine reste dans Award.concurrent_retenu_brut.] [NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Le PV ecrit 'GRP SEAT & E.A TRAVAUX -MEKNES' : deux membres et la ville. NON RECHERCHEE — quota de recherche web de la session epuise (200/200) le 27/08/2026. A REPRENDRE EN PRIORITE : un nom reel est vraisemblablement present. Groupement, region de Meknes. Nom utile : 'SEAT ... TRAVAUX'."
HASSAN II AZILAL,,,,,non,2026-08-27,"[BRUIT CONFIRME PAR LE PV — confirme comme fragment d'ADRESSE : le meme PV liste des concurrents dont l'adresse contient 'AV hassan II Beni Mellal' et 'Azilal'. Le vrai attributaire est l'un de STE TADLA AZILAL NEGOCE ET SERVICE, STE MAJUSCULE DISTRIBUTION ou STE TECHNOZIL — non departageable sans relire le tableau.] BRUIT D'EXTRACTION (audit manuel du 27/08/2026) — aucune entreprise derriere ce libelle, donc rien a chercher. Adresse (bd Hassan II, Azilal), pas une entreprise."
HASSAN TECH,SOCIETE HASSAN TECH (automatisation de process industriels),,Nador,https://www.telecontact.ma/annonceur/societe-hassan-tech/3356187/nador.php,a_verifier,2026-08-27,Automatisation de process industriels.
HIBAZINE,STE HIBAZINE,,,,oui,2026-08-27,[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] NON TROUVEE (recherche 27/08/2026).
HOLDING AL BARAKA,"HOLDING AL BARAKA (promotion immobiliere, construction)",,Maroc,https://www.charika.ma/societe-holding-al-baraka-115381,a_verifier,2026-08-27,"Achat de terrains, promotion immobiliere, construction. NE PAS confondre avec Al Baraka Banking Group (groupe bancaire bahreini)."
HOWARA TECHNOLOGIE,"HOWARA TECHNOLOGIE (construction metallique, machines industrielles, automatisme)",,Taroudant,https://www.charika.ma/societe-howara-technologie-927412,a_verifier,2026-08-27,"Active depuis 2005 dans l'agroalimentaire. Charpente metallique, cuves et citernes, chaudronnerie, tuyauterie, genie civil industriel, maintenance d'usines, automatisme. howaratechnologie.com."
HYDROLIQUE ET ELECTRIQUE,OMNIUM HYDRAULIQUE ET ELECTRIQUE MAROC,OMNIUM HYDROLIQUE ET ELECTRIQUE MAROC,,,oui,2026-08-27,"[NOM CORRIGE -> 'OMNIUM HYDROLIQUE ET ELECTRIQUE MAROC' — nom ampute de sa tete ; le PV ecrit la forme complete. Valeur verifiee comme litteralement presente dans le texte OCR du corpus ; le libelle d'origine reste dans Award.concurrent_retenu_brut.] [NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] VERDICT RENVERSE : classee CONTAMINEE/tronquee, en realite un nom reel ampute de sa tete. Le PV ecrit 'OMNIUM HYDROLIQUE ET ELECTRIQUE MAROC'. NON RECHERCHEE — quota de recherche web de la session epuise (200/200) le 27/08/2026. A REPRENDRE EN PRIORITE : un nom reel est vraisemblablement present. Probable 'HYDRAULIQUE ET ELECTRIQUE', nom tronque."
IBECOM,IBECOM,,,https://www.charika.ma/societe-ibecom-114568,a_verifier,2026-08-27,Fiche CHARIKA 114568 existante mais aucun detail d'activite renvoye par la recherche. NE PAS confondre avec IB MAROC.COM (SSII cotee) ni IBE MAROC (conseil en finance).
ILYA BATIMENT,Societe ILYA BATIMENT,,,,oui,2026-08-27,"[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Nom confirme : le rapprochement avec 'ILYA DESIGN' (Agadir) est ECARTE. NON TROUVEE. 'ILYA DESIGN' (Agadir, cuisines/parquet) existe mais activite differente."
IMS TECHNOLOGY,"IMS TECHNOLOGY SARL (integrateur SI, cybersecurite)",,Casablanca,https://www.charika.ma/societe-ims-technology-344893,a_verifier,2026-08-27,"COHERENCE FORTE : la verite terrain (doc 07e10b77, AO 56/2024 Barid Al Maghrib) lui attribue 'une solution de gestion des identites et des acces' — exactement l'activite decrite (integrateur systeme et cybersecurite). 294 bd Yacoub El Mansour, Casablanca. SARL creee en 2012, capital 2 000 000 DH, RC 265141, ICE 000204502000074."
INEOS,INEOS,,,https://www.charika.ma/societe-ineos-429361,a_verifier,2026-08-27,"Fiche CHARIKA 429361 (publiee le 25/09/2019). INCOHERENCE A LEVER : objet social = stations-service, negoce automobile, petrolier. NE PAS confondre avec le groupe chimique britannique INEOS."
INNOVATIVE BUILDING SOLUTIONS,INBS — Innovative Building Solutions SARL,,Rabat,https://www.charika.ma/societe-innovative-building-solutions-303004,a_verifier,2026-08-27,"La #2 du classement de risque, et une entreprise bien reelle. 35 rue Loubnane, quartier Ocean, Rabat. SARL creee en 2011, capital 7 000 000 DH, RC 85555 Rabat, ICE 000044753000095, 7 salaries. C'est aussi l'entite dont le nom portait a tort le prefixe 'EL6' avant le correctif du deux-points."
INVESTINO,"Ste INVESTINO SARL, sise a Agadir",,,,oui,2026-08-27,"[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Le PV donne la ville. NON TROUVEE. Extrait du brut '* STE INVESTINO SARL sise a Agadir' — le nom est donc bien celui imprime, avec la ville."
ISLI,Societe ISLI SARL,,,https://www.charika.ma/societe-ste-isli-maroc-500528,oui,2026-08-27,"[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Le PV ecrit 'Societe ISLI SARL' : les trois candidats du registre (STE ISLI MAROC, PRESSING ISLI, instruments de laboratoire) restent indepartageables, mais le nom lui-meme est confirme. AMBIGU — trois candidats distincts : STE ISLI MAROC (centres commerciaux, import-export), PRESSING ISLI, et 'SOCIETE INSTRUMENTS SCIENTIFIQUES DE LABORATOIRE ET D'INDUSTRIE' dont ISLI serait le sigle. Ce dernier serait coherent avec un marche d'equipement de laboratoire — a verifier sur le PDF."
ISOLAB,ISOLAB MAROC (equipement de laboratoires scientifiques),,Bouskoura,https://www.charika.ma/societe-isolab-91089,a_verifier,2026-08-27,"30 Parc Industriel CFCIM, Bouskoura. Creee en 1997. RC 90161 Casablanca. Import/distribution d'appareils scientifiques, dispositifs medicaux, instruments de pesage."
JARDIN DES PRINCES,Ste Jardin des Princes,,,,oui,2026-08-27,[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] NON TROUVEE comme entreprise. Extrait du brut 'la Ste jardin des princes est le so...' — le nom est donc bien celui imprime dans le PV.
KIT MED SLAOUI ET CIE,"KIT MED SLAOUI ET CIE (materiel medical, chirurgical, radiologie, laboratoire)",,Casablanca,https://www.charika.ma/societe-kit-med-slaoui-et-cie-92457,a_verifier,2026-08-27,"PRESOMPTION LA PLUS FORTE DU LOT : la recherche renvoie directement un avis marchespublics.gov.ma ('MINISTERE DE LA SANTE La societe KIT MED SLAOUI...'), soit le portail source du projet lui-meme. 20 rue Lalande, Quartier des Hopitaux, Casablanca. Creee en 1997 par Kamil Slaoui, capital 4 500 000 DH, RC 89693."
LABORATOIRE D EXPERTISES D ETUDES ET D ESSAIS L3E,"L3E — Laboratoire d'Expertises, d'Etudes et d'Essais SARL",,Marrakech,https://www.l3e.ma/,a_verifier,2026-08-27,"Le nom extrait contient DEJA le sigle developpe suivi de son acronyme — correspondance exacte avec le registre. 4 rue El Ordonne, Marrakech. SARL creee le 17/04/2000, capital 5 250 000 DH, 70-100 salaries. Gerant unique : Mohamed Ayeb. Essais sur sols, granulats, betons, sables, produits bitumineux, ciments ; bureau d'etudes."
LABORATOIRE GEOTECHNIQUE ET TRAVAUX PUBLICS,LGTP — Laboratoire de Geotechnique et Travaux Publics,,Tanger,https://www.charika.ma/societe-laboratoire-de-geotechnique-et-travaux-publics-964330,a_verifier,2026-08-27,"NE PAS confondre avec LEGBTP (Casablanca, cree en 2007) ni LGCI (cree en 2011) — trois laboratoires geotechniques distincts au Maroc."
LABOTEST ET LPEE,Groupement LABOTEST + LPEE,,Kenitra / Casablanca,https://www.labotest.ma/,a_verifier,2026-08-27,"LABOTEST : nouvelle ZI Bir Rami Est, lot 31a, Kenitra. Creee en 1998, 50-100 salaries, capital 10-50 MDH. Dirigeants : Mohamed Ben Elmamoune et Zakaria Elbachir. Laboratoire BTP (batiments, routes, AEP/assainissement, ouvrages d'art, barrages, ports). LPEE : Laboratoire Public d'Essais et d'Etudes, etablissement PUBLIC cree en 1947, nationalise en 1973 — un groupement prive/public."
LAHCEN ELLOUZY,LAHCEN ELLOUZY,,,,oui,2026-08-27,[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Nom confirme tel quel — personne physique ou entreprise individuelle. NON RECHERCHEE — quota de recherche web de la session epuise (200/200) le 27/08/2026. A REPRENDRE EN PRIORITE : un nom reel est vraisemblablement present. Nom de personne — entreprise individuelle probable.
LE PALAIS D AMENAGEMEN,LE PALAIS D'AMENAGEMENT SARL AU (nom tronque a l'extraction),LE PALAIS D'AMENAGEMENT,Rabat,https://www.charika.ma/societe-le-palais-d-amenagement-791670,a_verifier,2026-08-27,"[NOM CORRIGE -> 'LE PALAIS D'AMENAGEMENT' — DOUBLON : un T final perdu. Fusionne avec 'LE PALAIS D AMENAGEMENT'. Valeur verifiee comme litteralement presente dans le texte OCR du corpus ; le libelle d'origine reste dans Award.concurrent_retenu_brut.] DOUBLON OCR de 'LE PALAIS D AMENAGEMENT' — meme entreprise, un T final perdu a l'extraction. C'est l'un des 3 doublons non fusionnes documentes dans bigdata/README.md : ses marches et sa part de marche sont scindes sur deux lignes."
LE PALAIS D AMENAGEMENT,LE PALAIS D'AMENAGEMENT SARL AU (travaux d'amenagement et construction),,Rabat,https://www.charika.ma/societe-le-palais-d-amenagement-791670,a_verifier,2026-08-27,"CORROBORATION PRESSE FORTE : Telquel (06/2025) — demolition de 50 000 m2 a Rabat pour la SDL Rabat Region Amenagements, plus de 15 MDH. Maghreb Intelligence — construction du Musee Timitar de la culture amazighe a Agadir pour la SDL Agadir Souss-Massa, 14,7 MDH. Deux marches publics confirmes hors PMMP. 3 rue Al Abdari, Les Orangers Agdal, Rabat. SARL AU capital 1 000 000 DH, RC 131965, ICE 002098423000085. DG : Youssef Lakhlifi. Doublon en base avec 'LE PALAIS D AMENAGEMEN' (tronque)."
